"Artist","Track","streams","Lookup","id","artist_id","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","time_signature","explicit","song_popularity","album_name","album_id","cluster"
"Sia","One Million Bullets",7,"Sia%20One%20Million%20Bullets%20%20","1CGFyZ5fSRo0DhIJOLdHVM","5WUlDfRSoLAfcVSX1WnrxN",0.365,0.717,"9",-4.113,"0",0.0521,0.102,0,0.467,0.204,171.827,252067,"4",FALSE,47,"This Is Acting (Deluxe Version)","2eV6DIPDnGl1idcjww6xyX","6: Energy Pop"
"Sia","The Greatest",105,"Sia%20The%20Greatest%20%20","6bLopGnirdrilrpdVB6Um1","5WUlDfRSoLAfcVSX1WnrxN",0.639,0.785,"10",-6.167,"0",0.174,0.0174,0.00107,0.0512,0.686,191.95,210920,"4",FALSE,75,"This Is Acting (Deluxe Version)","2eV6DIPDnGl1idcjww6xyX","3: ""Speak"" Pop"
"Sia","Unforgettable",36,"Sia%20Unforgettable%20%20","3zIqOgooI83sDqwSfo0aOH","5WUlDfRSoLAfcVSX1WnrxN",0.193,0.246,"1",-11.959,"1",0.0342,0.905,0.0299,0.14,0.0795,85.248,197947,"3",FALSE,45,"Finding Dory (Original Motion Picture Soundtrack)","1S27vSJrXuHXiBOolInF0j","2. ""The Feels"""
"Sia","Unstoppable",31,"Sia%20Unstoppable%20%20","1yvMUkIOTeUNtNWlWRgANS","5WUlDfRSoLAfcVSX1WnrxN",0.468,0.779,"9",-4.839,"1",0.0779,0.112,0.000373,0.101,0.26,173.799,217747,"4",FALSE,83,"This Is Acting (Deluxe Version)","2eV6DIPDnGl1idcjww6xyX","6: Energy Pop"
"Sick Individuals","Wasting Moonlight - Andrew Rayel Radio Edit",12,"Sick%20Individuals%20Wasting%20Moonlight%20-%20Andrew%20Rayel%20Radio%20Edit%20%20","6T88yq0DaaC1ctDsHw620y","0XqFDQJjqW5PfhfBCb53LR",0.475,0.898,"2",-5.41,"1",0.0419,0.00507,0.0244,0.672,0.317,128.145,204375,"4",FALSE,50,"Wasting Moonlight","2fT9S1SRYONo4P2j6AXNaH","5: Live Songs"
"Sigala","Came Here For Love",45,"Sigala%20Came%20Here%20For%20Love%20%20","3kGfazcbVvVkuZunzlLgTD","1IueXOQyABrMOprrzwQJWN",0.708,0.868,"6",-3.287,"1",0.0431,0.0313,0,0.122,0.72,124.994,202999,"4",FALSE,64,"Came Here for Love","22x1g0NEicPMxuEOXlGUw5","7: Dance Songs"
"Sigala","Easy Love",55,"Sigala%20Easy%20Love%20%20","5s7xgzXtmY4gMjeSlgisjy","1IueXOQyABrMOprrzwQJWN",0.68,0.942,"9",-4.208,"1",0.0631,0.175,0.0013,0.117,0.647,123.976,229813,"4",FALSE,68,"Brighter Days","5rr0xAQfk01cPi1N37jX11","7: Dance Songs"
"Sigala","Give Me Your Love",8,"Sigala%20Give%20Me%20Your%20Love%20%20","1plzDKavZ6EkVk91RPYd1L","1IueXOQyABrMOprrzwQJWN",0.633,0.947,"2",-2.332,"1",0.0354,0.00458,0.0000396,0.341,0.683,124.973,207280,"4",FALSE,59,"Brighter Days","5rr0xAQfk01cPi1N37jX11","5: Live Songs"
"Sigala","Just Got Paid",42,"Sigala%20Just%20Got%20Paid%20%20","0v3BMLcwUmAwyqJaf5997o","1IueXOQyABrMOprrzwQJWN",0.732,0.922,"6",-1.829,"0",0.0975,0.0348,0,0.146,0.589,120.033,218250,"4",FALSE,60,"Just Got Paid","09uJvEy1F5GwvazqSQcYyB","7: Dance Songs"
"Sigala","Melody",42,"Sigala%20Melody%20%20","6Owc2SuzwO3LW1SAODYK3l","1IueXOQyABrMOprrzwQJWN",0.63,0.91,"10",-2.681,"0",0.058,0.0231,0.00000191,0.125,0.525,123.017,167142,"4",FALSE,70,"Melody","1pLnRSFohTMJjT6gW9CIXg","7: Dance Songs"
"Sigala","Sweet Lovin'",137,"Sigala%20Sweet%20Lovin%20%20","1qp0ptMXNg9hqLH8sk7cc2","1IueXOQyABrMOprrzwQJWN",0.68,0.85,"10",-2.785,"1",0.0661,0.207,0.00000198,0.339,0.71,124.942,202213,"4",FALSE,67,"Brighter Days","5rr0xAQfk01cPi1N37jX11","5: Live Songs"
"Silk City","Electricity (with Dua Lipa)",136,"Silk%20City%20Electricity%20(with%20Dua%20Lipa)%20%20","5N4erncE7kuUccm7zEmwzk","2X97ZAqRKRMYFIDqtvGgGc",0.588,0.67,"0",-6.439,"1",0.0473,0.0104,0.00000333,0.338,0.505,118.159,238173,"4",FALSE,73,"Electricity (with Dua Lipa)","429B3se6xtZuvblNnS2iy7","5: Live Songs"
"Simple Plan","I'd Do Anything",50,"Simple%20Plan%20Id%20Do%20Anything%20%20","4uVjbl6daCwjhDur7qLddu","2p4FqHnazRucYQHyDCdBrJ",0.395,0.917,"8",-6.86,"1",0.133,0.00143,0,0.261,0.563,169.088,197640,"4",FALSE,65,"No Pads, No Helmets...Just Balls (15th Anniversary Tour Edition)","3W6TEVlmaP22E4KvWY9HrS","6: Energy Pop"
"Simple Plan","What's New Scooby-Doo?",81,"Simple%20Plan%20Whats%20New%20Scooby-Doo?%20%20","6DD5beNG6Ji3AYp5WrYnwD","2p4FqHnazRucYQHyDCdBrJ",0.486,0.946,"1",-5.509,"1",0.0807,0.0000894,0.0001,0.11,0.509,158.158,68696,"4",FALSE,64,"What's New Scooby-Doo?","5esfoJljMhrZ8VCryEZE2V","6: Energy Pop"
"Smash Mouth","All Star",9,"Smash%20Mouth%20All%20Star%20%20","3cfOd4CMv2snFaKAnMdnvK","2iEvnFsWxR0Syqu2JNopAd",0.731,0.867,"11",-5.881,"1",0.032,0.0395,0,0.0861,0.776,104.019,200373,"4",FALSE,81,"Astro Lounge","2kyTLcEZe6nc1s6ve0zW9P","7: Dance Songs"
"Smith & Thell","Year of the Young",8,"Smith%20&%20Thell%20Year%20of%20the%20Young%20%20","5G6Gt9RtNaeIE418pd4yre","3YQKmKGau1PzlVlkL1iodx",0.764,0.548,"6",-7.627,"1",0.14,0.296,0.0000101,0.0769,0.519,151.02,177040,"4",FALSE,62,"Trench","621cXqrTSSJi1WqDMSLmbL","3: ""Speak"" Pop"
"Snakehips","All My Friends",36,"Snakehips%20All%20My%20Friends%20%20","6TaqooOXAEcijL6G1AWS2K","2FwJwEswyIUAljqgjNSHgP",0.681,0.521,"0",-5.849,"1",0.141,0.12,0.0000841,0.108,0.181,94.997,229747,"4",TRUE,72,"All My Friends (feat. Tinashe & Chance the Rapper)","5cOhR878H8hC3UsxYq5Xyv","8: Anthem Songs"
"Snow Patrol","Chasing Cars",74,"Snow%20Patrol%20Chasing%20Cars%20%20","5hnyJvgoWiQUYZttV4wXy6","3rIZMv9rysU7JkLzEaC5Jp",0.56,0.595,"9",-4.53,"1",0.0274,0.199,0.0000647,0.132,0.144,104.011,267960,"4",FALSE,82,"Eyes Open","3k7bXPw2u0C0SBKPMsgMS3","8: Anthem Songs"
"Sondr","Live Love Learn",135,"Sondr%20Live%20Love%20Learn%20%20","0RwjBQf6QwKUCSmJgSJsEs","4hbnUamwrCHpv4wQTwvCIc",0.502,0.901,"6",-3.953,"1",0.0597,0.0371,0,0.572,0.255,122.997,184341,"4",FALSE,31,"Live Love Learn","4YeBcN5p3avoHURTx8Qg89","5: Live Songs"
"Spice Girls","Wannabe",13,"Spice%20Girls%20Wannabe%20%20","1Je1IMUlBXcx1Fz0WE7oPT","0uq5PttqEjj3IH1bzwcrXF",0.768,0.864,"11",-6.145,"1",0.0324,0.101,0,0.162,0.891,110.008,173027,"4",FALSE,82,"Spice","3x2jF7blR6bFHtk4MccsyJ","7: Dance Songs"
"STANDERWICK","All Of Us - Radio Edit",92,"STANDERWICK%20All%20Of%20Us%20-%20Radio%20Edit%20%20","3rCsR7grPZWxQVnuy9dKdK","6mLXfZ1OfXde8Iy9BfKoHE",0.336,0.915,"6",-6.452,"1",0.0531,0.0024,0.00321,0.401,0.083,138.005,239500,"4",FALSE,29,"All Of Us","1pXKRMPTzFMrv3uX7pIS8b","6: Energy Pop"
"Starship","Nothing's Gonna Stop Us Now",46,"Starship%20Nothings%20Gonna%20Stop%20Us%20Now%20%20","3X7uFMzJrEE0sxn62qd8Ch","0kObWap02DEg9EAJ3PBxzf",0.643,0.802,"6",-4.92,"1",0.0227,0.0299,0,0.0719,0.53,95.99,270333,"4",FALSE,80,"No Protection","3nCQjsOzTmnWM6gnjIaT8J","8: Anthem Songs"
"Starship","We Built This City",13,"Starship%20We%20Built%20This%20City%20%20","6OnfBiiSc9RGKiBKKtZXgQ","0kObWap02DEg9EAJ3PBxzf",0.661,0.908,"5",-4.897,"1",0.039,0.052,0,0.0708,0.656,144.091,296080,"4",FALSE,77,"Knee Deep In The Hoopla","0YCraVqAWvJHiBYP2AXgV6","7: Dance Songs"
"Steerner","Emotions",28,"Steerner%20Emotions%20%20","4P7AOMpMmLdPeSSCcV08HM","1TMa2M8BSbJP1rqX83wALz",0.617,0.77,"1",-6.666,"0",0.0456,0.131,0,0.293,0.613,107.912,165153,"4",FALSE,13,"Emotions","4CI7EHiL2zy38WW59n8mvH","7: Dance Songs"
"Steerner","Rush",94,"Steerner%20Rush%20%20","25dqu6AZvE84nZXWdrO0mk","1TMa2M8BSbJP1rqX83wALz",0.571,0.79,"5",-7.495,"0",0.0653,0.022,0,0.0572,0.318,125.166,155520,"4",FALSE,36,"Rush","33OCsgSQ0Kpy0hlmrr9RWF","8: Anthem Songs"
"Steerner","You Make Me Feel",127,"Steerner%20You%20Make%20Me%20Feel%20%20","2yg1G4UXZXSEHOYN3qRVg5","1TMa2M8BSbJP1rqX83wALz",0.574,0.822,"11",-7.288,"0",0.0538,0.00485,0.000012,0.155,0.534,126.024,142428,"4",FALSE,17,"You Make Me Feel","4jSZFTIQk6N92GJeA90vVG","8: Anthem Songs"
"Stefania","Last Dance",101,"Stefania%20Last%20Dance%20%20","0x4GMUtMeZAbti9fhDQnhj","0HZUhj5PZHzHMWSI4s8rOQ",0.533,0.91,"2",-4.526,"0",0.0435,0.0213,0,0.0699,0.393,146.869,180000,"4",FALSE,53,"Last Dance","1yhcTmwOGKCenGQZ7Z7yCk","6: Energy Pop"
"Steve Aoki","Nobody (feat. PollyAnna)",50,"Steve%20Aoki%20Nobody%20(feat.%20PollyAnna)%20%20","6JVJveEV6OIdHNQ7byExRh","77AiFEVeAVj2ORpC85QVJs",0.697,0.841,"1",-4.515,"1",0.043,0.00628,0.013,0.203,0.539,109.983,181115,"4",FALSE,38,"HiROQUEST: Genesis","68QeWSGSKSQKI0mpDkP7Lg","7: Dance Songs"
"Steve Winwood","Higher Love - Single Version",23,"Steve%20Winwood%20Higher%20Love%20-%20Single%20Version%20%20","17Ng10tIgnYmAitl0SgT3R","5gxynDEKwNDgxGJmJjZyte",0.696,0.89,"5",-6.819,"1",0.0441,0.055,0.0596,0.5,0.922,98.742,252227,"4",FALSE,66,"'80s Pop #1's","4Z1n0xes29RVzPttal9QOY","5: Live Songs"
"Stevie Wonder","What Christmas Means to Me",13,"Stevie%20Wonder%20What%20Christmas%20Means%20to%20Me%20%20","1V0qqWBbIWt8hlAjxTZedR","7guDJrEfX3qb6FEbdPA5qi",0.521,0.699,"0",-6.961,"1",0.0338,0.0981,0,0.1,0.802,83.529,148147,"4",FALSE,45,"Mono Singles","7oMcO4p7P1JtJR2G1v2NoK","7: Dance Songs"
"Strange Names","Neighborhood",81,"Strange%20Names%20Neighborhood%20%20","06N4mDGXeqKcc3oH1ZLvfK","7h0IuoboK8IGcFsS5ey0hj",0.56,0.707,"10",-7.309,"1",0.053,0.00574,0.0546,0.151,0.867,148.497,254400,"4",FALSE,18,"Use Your Time Wisely","4TrOoOJ6ZbsSfmAis0CAMC","7: Dance Songs"
"Susan Egan","I Won't Say (I'm In Love)",30,"Susan%20Egan%20I%20Wont%20Say","0PKmDncVOiNQLO6D1P6PXi","7CckquWatDQSr3PFKkjM8M",0.684,0.481,"0",-10.305,"1",0.0391,0.228,0,0.157,0.48,121.208,140227,"4",FALSE,69,"Hercules (Original Motion Picture Soundtrack)","1wbY6VUchNsZLaDi22eD3J","4: Sad Bops"
"Swedish House Mafia","Don't You Worry Child - Radio Edit",68,"Swedish%20House%20Mafia%20Dont%20You%20Worry%20Child%20-%20Radio%20Edit%20%20","2V65y3PX4DkRhy1djlxd9p","1h6Cn3P4NGzXbaXidqURXs",0.612,0.84,"11",-3.145,"0",0.0509,0.112,0,0.116,0.438,129.042,212862,"4",FALSE,83,"Don't You Worry Child","3RKhRsifs4RWrqvWV1YpPY","8: Anthem Songs"
"Syn Cole","Getaway - VIP Mix",42,"Syn%20Cole%20Getaway%20-%20VIP%20Mix%20%20","6yoa3dkJWyxpSyVs5QAQn1","6i1GVNJCyyssRwXmnaeEFH",0.712,0.843,"6",-3.153,"1",0.0429,0.0124,0,0.155,0.761,124.143,189677,"4",FALSE,42,"Getaway (VIP Mix)","5OYHc3ymjTE3EQcRQ8Jjal","7: Dance Songs"
"Taio Cruz","Break Your Heart",185,"Taio%20Cruz%20Break%20Your%20Heart%20%20","7ElF5zxOwYP4qVSWVvse3W","6MF9fzBmfXghAz953czmBC",0.607,0.934,"3",-4.217,"1",0.0314,0.0327,0,0.0909,0.568,122.01,201547,"4",FALSE,77,"The Rokstarr Hits Collection","0eGvq1J5Ke7VlLLOYIlY4k","7: Dance Songs"
"Taio Cruz","Dynamite",27,"Taio%20Cruz%20Dynamite%20%20","2CEgGE6aESpnmtfiZwYlbV","6MF9fzBmfXghAz953czmBC",0.751,0.783,"4",-3.724,"1",0.0859,0.00379,0,0.036,0.816,119.975,202613,"4",FALSE,83,"The Rokstarr Hits Collection","0eGvq1J5Ke7VlLLOYIlY4k","7: Dance Songs"
"Taylor Dayne","Tell It to My Heart",39,"Taylor%20Dayne%20Tell%20It%20to%20My%20Heart%20%20","3YVPpVJvJG2EauXurPA90F","32lVGr0fSRGT6okLKHiP68",0.638,0.988,"1",-5.042,"1",0.0921,0.0302,0.0000116,0.371,0.723,117.955,220880,"4",FALSE,71,"Tell It to My Heart (Expanded Edition)","2hlHv54WpTInFIRMk3Hwjk","5: Live Songs"
"Taylor Swift","... Ready for It?",14,"Taylor%20Swift%20...%20Ready%20for%20It?%20%20","2yLa0QULdQr0qAIvVwN6B5","06HL4z0CvFAxyc27GXpf02",0.613,0.764,"2",-6.509,"1",0.136,0.0527,0,0.197,0.417,160.015,208187,"4",FALSE,82,"reputation","6DEjYFkNZh67HP7R9PSZvv","6: Energy Pop"
"Taylor Swift","22",91,"Taylor%20Swift%2022%20%20","3yII7UwgLF6K5zW3xad3MP","06HL4z0CvFAxyc27GXpf02",0.642,0.695,"7",-5.62,"1",0.0281,0.000443,0.0000102,0.0753,0.642,103.984,230960,"4",FALSE,77,"Red (Taylor's Version)","6kZ42qRrzov54LcAk4onW9","7: Dance Songs"
"Taylor Swift","All Too Well",159,"Taylor%20Swift%20All%20Too%20Well%20%20","5enxwA8aAbwZbf5qCHORXi","06HL4z0CvFAxyc27GXpf02",0.631,0.518,"0",-8.771,"1",0.0303,0.274,0,0.088,0.205,93.023,613027,"4",TRUE,85,"Red (Taylor's Version)","6kZ42qRrzov54LcAk4onW9","4: Sad Bops"
"Taylor Swift","All You Had to Do Was Stay",18,"Taylor%20Swift%20All%20You%20Had%20to%20Do%20Was%20Stay%20%20","0dAb8TY433dl3ZfXYCLE19","06HL4z0CvFAxyc27GXpf02",0.602,0.736,"5",-5.778,"1",0.0338,0.00196,0.0000457,0.105,0.471,96.969,193293,"4",FALSE,67,"1989 (Deluxe Edition)","34OkZVpuzBa9y40DCy0LPR","8: Anthem Songs"
"Taylor Swift","Anti-Hero",124,"Taylor%20Swift%20Anti-Hero%20%20","0V3wPSX9ygBnCm8psDIegu","06HL4z0CvFAxyc27GXpf02",0.637,0.643,"4",-6.571,"1",0.0519,0.13,0.0000018,0.142,0.533,97.008,200690,"4",FALSE,94,"Midnights","151w1FgRZfnKZA9FEcg9Z3","8: Anthem Songs"
"Taylor Swift","Bad Blood",127,"Taylor%20Swift%20Bad%20Blood%20%20","273dCMFseLcVsoSWx59IoE","06HL4z0CvFAxyc27GXpf02",0.65,0.802,"7",-6.114,"1",0.181,0.0871,0.00000654,0.148,0.295,170.146,211933,"4",FALSE,75,"1989 (Deluxe Edition)","34OkZVpuzBa9y40DCy0LPR","3: ""Speak"" Pop"
"Taylor Swift","Blank Space",139,"Taylor%20Swift%20Blank%20Space%20%20","1p80LdxRV74UKvL8gnD7ky","06HL4z0CvFAxyc27GXpf02",0.753,0.678,"5",-5.421,"1",0.0644,0.085,0.00000164,0.13,0.583,96.006,231827,"4",FALSE,81,"1989 (Deluxe Edition)","34OkZVpuzBa9y40DCy0LPR","7: Dance Songs"
"Taylor Swift","Clean",5,"Taylor%20Swift%20Clean%20%20","4bXCcoesMt8u99xMsbLr9U","06HL4z0CvFAxyc27GXpf02",0.815,0.377,"4",-7.754,"1",0.0346,0.232,0,0.1,0.211,103.97,271000,"4",FALSE,71,"1989 (Deluxe Edition)","34OkZVpuzBa9y40DCy0LPR","4: Sad Bops"
"Taylor Swift","Cruel Summer",89,"Taylor%20Swift%20Cruel%20Summer%20%20","1BxfuPKGuaTgP7aM0Bbdwr","06HL4z0CvFAxyc27GXpf02",0.552,0.702,"9",-5.707,"1",0.157,0.117,0.0000206,0.105,0.564,169.994,178427,"4",FALSE,92,"Lover","1NAmidJlEaVgA3MpcPFYGq","3: ""Speak"" Pop"
"Taylor Swift","epiphany",42,"Taylor%20Swift%20epiphany%20%20","08fa9LFcFBTcilB3iq2e2A","06HL4z0CvFAxyc27GXpf02",0.354,0.267,"1",-13.69,"1",0.0281,0.731,0.000402,0.0858,0.113,94.219,289749,"4",FALSE,69,"folklore","2fenSS68JI1h4Fo296JfGr","2. ""The Feels"""
"Taylor Swift","Getaway Car",98,"Taylor%20Swift%20Getaway%20Car%20%20","0VE4kBnHJUgtMf0dy6DRmW","06HL4z0CvFAxyc27GXpf02",0.562,0.689,"2",-6.745,"1",0.127,0.00465,0.00000223,0.0888,0.351,172.054,233627,"4",FALSE,85,"reputation","6DEjYFkNZh67HP7R9PSZvv","6: Energy Pop"
"Taylor Swift","How You Get the Girl",20,"Taylor%20Swift%20How%20You%20Get%20the%20Girl%20%20","6wfugRLamFsTRbPcCpNnP7","06HL4z0CvFAxyc27GXpf02",0.765,0.656,"5",-6.112,"1",0.0504,0.00364,0.00868,0.0918,0.545,119.997,247533,"4",FALSE,69,"1989 (Deluxe Edition)","34OkZVpuzBa9y40DCy0LPR","7: Dance Songs"
"Taylor Swift","I Knew You Were Trouble.",11,"Taylor%20Swift%20I%20Knew%20You%20Were%20Trouble.%20%20","6AtZLIzUINvExIUy4QhdjP","06HL4z0CvFAxyc27GXpf02",0.584,0.557,"6",-6.371,"1",0.0342,0.0129,0,0.0576,0.767,154.008,219760,"4",FALSE,79,"Red (Taylor's Version)","6kZ42qRrzov54LcAk4onW9","7: Dance Songs"
"Taylor Swift","I Know Places",20,"Taylor%20Swift%20I%20Know%20Places%20%20","2zfgVd034GlUvk7LqBHl6u","06HL4z0CvFAxyc27GXpf02",0.602,0.755,"0",-4.991,"1",0.071,0.245,0,0.178,0.495,159.965,195707,"4",FALSE,66,"1989 (Deluxe Edition)","34OkZVpuzBa9y40DCy0LPR","6: Energy Pop"
"Taylor Swift","I Wish You Would",174,"Taylor%20Swift%20I%20Wish%20You%20Would%20%20","1B5VzXPqMlvRw0U4HJY3dJ","06HL4z0CvFAxyc27GXpf02",0.653,0.893,"0",-5.966,"1",0.0538,0.0158,0.0000495,0.102,0.513,118.035,207440,"4",FALSE,69,"1989 (Deluxe Edition)","34OkZVpuzBa9y40DCy0LPR","8: Anthem Songs"
"Taylor Swift","Look What You Made Me Do",148,"Taylor%20Swift%20Look%20What%20You%20Made%20Me%20Do%20%20","1P17dC1amhFzptugyAO7Il","06HL4z0CvFAxyc27GXpf02",0.766,0.709,"9",-6.471,"0",0.123,0.204,0.0000141,0.126,0.506,128.07,211853,"4",FALSE,83,"reputation","6DEjYFkNZh67HP7R9PSZvv","7: Dance Songs"
"Taylor Swift","Love Story",25,"Taylor%20Swift%20Love%20Story%20%20","3CeCwYWvdfXbZLXFhBrbnf","06HL4z0CvFAxyc27GXpf02",0.626,0.79,"2",-4.302,"1",0.0311,0.135,0.00000397,0.0989,0.416,119.082,235767,"4",FALSE,82,"Love Story (Taylor’s Version)","4j2syEjl3h1To8KbRgvmJn","8: Anthem Songs"
"Taylor Swift","ME! (feat. Brendon Urie of Panic! at the Disco)",56,"Taylor%20Swift%20ME!%20(feat.%20Brendon%20Urie%20of%20Panic!%20at%20the%20Disco)%20%20","2Rk4JlNc2TPmZe2af99d45","06HL4z0CvFAxyc27GXpf02",0.61,0.83,"0",-4.105,"1",0.0571,0.033,0,0.118,0.728,182.162,193000,"4",FALSE,80,"Lover","1NAmidJlEaVgA3MpcPFYGq","6: Energy Pop"
"Taylor Swift","Mean",67,"Taylor%20Swift%20Mean%20%20","5yEPktRqvIhko5QFF3aBhQ","06HL4z0CvFAxyc27GXpf02",0.568,0.761,"4",-3.987,"1",0.0459,0.452,0,0.217,0.789,163.974,237733,"4",FALSE,72,"Speak Now","5MfAxS5zz8MlfROjGQVXhy","6: Energy Pop"
"Taylor Swift","New Romantics",75,"Taylor%20Swift%20New%20Romantics%20%20","6rZVy6FIG7lSJQMFXHo12z","06HL4z0CvFAxyc27GXpf02",0.633,0.889,"5",-5.87,"1",0.0715,0.00463,0.000458,0.0658,0.584,121.956,230467,"4",FALSE,75,"1989 (Deluxe Edition)","34OkZVpuzBa9y40DCy0LPR","7: Dance Songs"
"Taylor Swift","Out of the Woods",189,"Taylor%20Swift%20Out%20of%20the%20Woods%20%20","5OndtwLGA9O6XHFcGm2H7r","06HL4z0CvFAxyc27GXpf02",0.552,0.842,"7",-6.938,"1",0.0373,0.00103,0.0000117,0.337,0.343,91.991,235800,"4",FALSE,71,"1989 (Deluxe Edition)","34OkZVpuzBa9y40DCy0LPR","8: Anthem Songs"
"Taylor Swift","Shake It Off",247,"Taylor%20Swift%20Shake%20It%20Off%20%20","5xTtaWoae3wi06K5WfVUUH","06HL4z0CvFAxyc27GXpf02",0.647,0.785,"7",-5.414,"1",0.165,0.0561,0,0.148,0.943,160.015,219200,"4",FALSE,78,"1989 (Deluxe Edition)","34OkZVpuzBa9y40DCy0LPR","3: ""Speak"" Pop"
"Taylor Swift","Style",62,"Taylor%20Swift%20Style%20%20","4lIxdJw6W3Fg4vUIYCB0S5","06HL4z0CvFAxyc27GXpf02",0.598,0.786,"2",-5.572,"1",0.0383,0.00253,0.0016,0.117,0.456,95.019,231000,"4",FALSE,81,"1989 (Deluxe Edition)","34OkZVpuzBa9y40DCy0LPR","8: Anthem Songs"
"Taylor Swift","This Love",6,"Taylor%20Swift%20This%20Love%20%20","1kTPQnabROVkW9bUXdCGrB","06HL4z0CvFAxyc27GXpf02",0.481,0.435,"4",-8.795,"1",0.0321,0.678,0,0.0928,0.107,143.95,250093,"4",FALSE,61,"1989 (Deluxe Edition)","34OkZVpuzBa9y40DCy0LPR","4: Sad Bops"
"Taylor Swift","We Are Never Ever Getting Back Together",249,"Taylor%20Swift%20We%20Are%20Never%20Ever%20Getting%20Back%20Together%20%20","5YqltLsjdqFtvqE7Nrysvs","06HL4z0CvFAxyc27GXpf02",0.567,0.686,"7",-6.139,"1",0.175,0.0317,0.00000186,0.0732,0.716,172.014,193147,"4",FALSE,80,"Red (Taylor's Version)","6kZ42qRrzov54LcAk4onW9","3: ""Speak"" Pop"
"Taylor Swift","Welcome to New York",18,"Taylor%20Swift%20Welcome%20to%20New%20York%20%20","6qnM0XXPZOINWA778uNqQ9","06HL4z0CvFAxyc27GXpf02",0.793,0.634,"7",-4.807,"1",0.0324,0.038,0.00000176,0.304,0.615,117.024,212600,"4",FALSE,67,"1989 (Deluxe Edition)","34OkZVpuzBa9y40DCy0LPR","7: Dance Songs"
"Taylor Swift","Wildest Dreams",43,"Taylor%20Swift%20Wildest%20Dreams%20%20","106R7Z57WYzBAfrXImV30y","06HL4z0CvFAxyc27GXpf02",0.55,0.688,"8",-7.416,"1",0.0897,0.0692,0.00144,0.106,0.465,139.997,220440,"4",FALSE,63,"1989 (Deluxe Edition)","34OkZVpuzBa9y40DCy0LPR","6: Energy Pop"
"Taylor Swift","You Belong with Me",23,"Taylor%20Swift%20You%20Belong%20with%20Me%20%20","1qrpoAMXodY6895hGKoUpA","06HL4z0CvFAxyc27GXpf02",0.632,0.773,"6",-4.856,"1",0.0346,0.0623,0,0.0885,0.474,130.033,231124,"4",FALSE,85,"Fearless (Taylor's Version)","4hDok0OAJd57SGIT8xuWJH","8: Anthem Songs"
"TeamMate","Nothing's Ever Over",31,"TeamMate%20Nothings%20Ever%20Over%20%20","4N1mnL5LLY90nASVlHD4pj","42XkI7wAR6XWksLCmQ5AwO",0.519,0.855,"9",-3.801,"1",0.0268,0.0000507,0.0000558,0.434,0.248,96.016,236015,"4",FALSE,20,"TeamMate","1xV2NAEw2VKldZ1p5RUBUs","5: Live Songs"
"teamwork.","Wasted Summer",126,"teamwork.%20Wasted%20Summer%20%20","6BuZX6myLU2B3ikhmMDPkQ","6YbvyuBTs8JbVj7iyurrJe",0.684,0.585,"6",-5.849,"1",0.0459,0.0865,0,0.0656,0.8,100.062,169387,"4",FALSE,48,"Wasted Summer","3W5SSDZCMb7ATJIJ5RsntT","7: Dance Songs"
"Terror Jr","Do or Die",94,"Terror%20Jr%20Do%20or%20Die%20%20","6MJjiqDXQ64Hx7aFF3k1Nb","5QatamYwvUTOmMHW6WA0AG",0.824,0.677,"10",-5.742,"1",0.0713,0.139,0.000238,0.13,0.511,107.992,144608,"4",TRUE,21,"Bop City 2: TerroRising","71g9HojvlWNKfCewcQUwqg","7: Dance Songs"
"Tevin Campbell","I2I",48,"Tevin%20Campbell%20I2I%20%20","7lPxGs556PD8H3bUd9LzHp","5VfqJBmXcf6ZqXoGij5qTE",0.728,0.756,"11",-7.993,"0",0.0389,0.0394,0,0.743,0.775,130.136,241387,"4",FALSE,64,"A Goofy Movie","3gUUrvvTs1JlX5AjiKRV0P","5: Live Songs"
"The 1975","About You",192,"The%201975%20About%20You%20%20","1fDFHXcykq4iw8Gg7s5hG9","3mIj9lX2MWuHmhNCA7LSCW",0.416,0.762,"2",-7.385,"1",0.0279,0.312,0.804,0.0559,0.461,95.967,326491,"4",FALSE,84,"Being Funny In A Foreign Language","6dVCpQ7oGJD1oYs2fv1t5M","1: Instrumental Songs"
"The 1975","I'm in Love with You",228,"The%201975%20Im%20in%20Love%20with%20You%20%20","12g9IeQzX7xECLNxz8dpb5","3mIj9lX2MWuHmhNCA7LSCW",0.668,0.902,"2",-3.924,"1",0.0386,0.169,0.0000874,0.198,0.913,119.008,262624,"4",TRUE,76,"Being Funny In A Foreign Language","6dVCpQ7oGJD1oYs2fv1t5M","7: Dance Songs"
"The 1975","I Always Wanna Die (Sometimes)",13,"The%201975%20I%20Always%20Wanna%20Die%20(Sometimes)%20%20","7iPlcFvOMOzt6v0QvcAueZ","3mIj9lX2MWuHmhNCA7LSCW",0.376,0.473,"4",-5.636,"1",0.0325,0.00527,0.00162,0.123,0.0398,148.835,314663,"4",FALSE,69,"A Brief Inquiry Into Online Relationships","6PWXKiakqhI17mTYM4y6oY","6: Energy Pop"
