"Artist","Track","cluster","total_track_streams"
"Jermaine Stewart","We Don't Have To Take Our Clothes Off - 7'' Version","7: Dance Songs",12
"John Denver","Twelve Days Of Christmas","2: ""The Feels""",12
"Johnny Mathis","It's The Most Wonderful Time Of The Year","2: ""The Feels""",12
"Josh Groban","Thankful","2: ""The Feels""",12
"Josh Groban","What Child Is This?","2: ""The Feels""",12
"Josh Groban","You Raise Me Up","2: ""The Feels""",12
"Katy Perry","International Smile","8: Anthem Songs",12
"Katy Perry","Swish Swish","7: Dance Songs",12
"Katy Perry","Walking on Air","7: Dance Songs",12
"Kelly Clarkson","Good Goes the Bye","6: Energy Pop",12
"Kelly Clarkson","Honestly","6: Energy Pop",12
"Kelly Clarkson","Please Come Home for Christmas (Bells Will Be Ringing)","6: Energy Pop",12
"Kool & The Gang","Get Down On It","7: Dance Songs",12
"Lea Salonga","A Whole New World","2: ""The Feels""",12
"Machine Gun Kelly","Bad Things","8: Anthem Songs",12
"Madonna","Open Your Heart","7: Dance Songs",12
"Meredith Andrews","Open Up The Heavens","6: Energy Pop",12
"Rihanna","Only Girl (In the World)","7: Dance Songs",12
"Rihanna","Shut Up and Drive","7: Dance Songs",12
"Rob Thomas","Little Wonders","4: Sad Bops",12
"SAINTE","Back 2 Me","7: Dance Songs",12
"Sick Individuals","Wasting Moonlight - Andrew Rayel Radio Edit","5: Live Songs",12
"The 1975","I Always Wanna Die (Sometimes)","4: Sad Bops",12
"The Chainsmokers","I Love U","7: Dance Songs",12
"Thomas Helmore","A Christmas Festival Medley: Joy To The World / Deck The Halls / Good King Wenceslas / God Rest Ye Merry Gentlemen / Hark! The Herald Angels Sing / The First Noel / Silent Night / Jingle Bells / O Come All Ye Faithful","1: Instrumental Songs",12
"Tori Kelly","Nobody Love","7: Dance Songs",12
"Adele","Chasing Pavements","8: Anthem Songs",11
"Adele","Make You Feel My Love","2: ""The Feels""",11
"Bobby Helms","Jingle Bell Rock","7: Dance Songs",11
"Burl Ives","Silver And Gold","2: ""The Feels""",11
"Cady Groves","This Little Girl","5: Live Songs",11
"Cher Lloyd","Human","3: ""Speak"" Pop",11
"Christina Aguilera","Ain't No Other Man","3: ""Speak"" Pop",11
"Ed Sheeran","The A Team","2: ""The Feels""",11
"Ellie Goulding","Hearts Without Chains","4: Sad Bops",11
"Ellie Goulding","Under Control","6: Energy Pop",11
"Eurythmics","Sisters Are Doin' It for Themselves (Than Never to Have Loved)","5: Live Songs",11
"Gwen Stefani","The Sweet Escape","7: Dance Songs",11
"Huey Lewis & The News","Hip to Be Square","7: Dance Songs",11
"Imagine Dragons","Demons","8: Anthem Songs",11
"Josh Groban","All I Ask Of You (duet with Kelly Clarkson) - From The Phantom Of The Opera","2: ""The Feels""",11
"Kelly Clarkson","Dance With Me - Young Bombs Remix","8: Anthem Songs",11
"Kelly Clarkson","Einstein","5: Live Songs",11
"Kelly Clarkson","One Minute","7: Dance Songs",11
"Kelly Clarkson","Standing in Front of You","4: Sad Bops",11
"Kelly Clarkson","The Day We Fell Apart","8: Anthem Songs",11
"Kool & The Gang","Celebration - Single Version","7: Dance Songs",11
"Lady Gaga","Electric Chapel","7: Dance Songs",11
"Lady Gaga","I Like It Rough","7: Dance Songs",11
"Lady Gaga","Speechless","4: Sad Bops",11
"Lauren Daigle","You Say","4: Sad Bops",11
"Los Lobos","La Bamba (45 Version)","2: ""The Feels""",11
"Majical Cloudz","Downtown","2: ""The Feels""",11
"Martin Garrix","Animals","1: Instrumental Songs",11
"Mika","Popular Song","7: Dance Songs",11
"Molly Sanden","DOM SKA VETA","3: ""Speak"" Pop",11
"Naked Eyes","Always Something There To Remind Me","5: Live Songs",11
"No Doubt","It's My Life","5: Live Songs",11
"Odessa","I Will Be There","2: ""The Feels""",11
"Punk Party","Hide and Seek","8: Anthem Songs",11
"Rachel Platten","Lone Ranger","8: Anthem Songs",11
"Raven-Symone","That's So Raven (Theme Song)","7: Dance Songs",11
"Rebecka Karlsson","Who I Am","8: Anthem Songs",11
"Rina Sawayama","Who's Gonna Save U Now?","5: Live Songs",11
"Samantha Jade","Hurt Anymore","8: Anthem Songs",11
"Selena Gomez","Come & Get It","8: Anthem Songs",11
"Starship","We Built This City","7: Dance Songs",11
"Taylor Swift","I Knew You Were Trouble.","7: Dance Songs",11
"The Disney Afternoon Studio Chorus","Duck Tales Theme - From Duck Tales","7: Dance Songs",11
"The Emotions","Best of My Love","7: Dance Songs",11
"Tiesto","Red Lights","8: Anthem Songs",11
"Two Friends","Brighter (feat. Jeff Sontag & I Am Lightyear) [Radio Edit]","8: Anthem Songs",11
"Whitney Houston","Didn't We Almost Have It All","4: Sad Bops",11
"Whitney Houston","One Moment in Time","4: Sad Bops",11
"Alex Newell","Nobody to Love","3: ""Speak"" Pop",10
"Andrea Bocelli","The Prayer","2: ""The Feels""",10
"Avril Lavigne","Here's to Never Growing Up","6: Energy Pop",10
"Britt Nicole","After You","4: Sad Bops",10
"Britt Nicole","Who You Say You Are","8: Anthem Songs",10
"Camp Kubrick","Falling For You","7: Dance Songs",10
"Carly Rae Jepsen","Run Away With Me - Liam Keegan Remix","8: Anthem Songs",10
"Carrie Underwood","Whenever You Remember","8: Anthem Songs",10
"Charli XCX","Doing It (feat. Rita Ora)","5: Live Songs",10
"Cheat Codes","Queen Elizabeth","8: Anthem Songs",10
"Demi Lovato","Confident","8: Anthem Songs",10
"DJ Cassidy","Calling All Hearts","7: Dance Songs",10
"Ella Eyre","We Don't Have to Take Our Clothes Off","2: ""The Feels""",10
"Ella Henderson","Pieces","8: Anthem Songs",10
"Ellie Goulding","Guns and Horses","5: Live Songs",10
"Ellie Goulding","Your Song","2: ""The Feels""",10
"Elvis Presley","Blue Christmas","2: ""The Feels""",10
"Emeli Sande","Read All About It Pt. III","4: Sad Bops",10
"Fickle Friends","Brooklyn","5: Live Songs",10
"Havana Brown","We Run The Night - Edited","5: Live Songs",10
"Iggy Azalea","Team","5: Live Songs",10
"Jason Aldean","Don't You Wanna Stay","4: Sad Bops",10
"Jess Glynne","Take Me Home","4: Sad Bops",10
"Journey","Separate Ways (Worlds Apart)","8: Anthem Songs",10
"Katy Perry","Circle the Drain","7: Dance Songs",10
"Kelly Clarkson","Haunted","5: Live Songs",10
"Kelly Clarkson","Long Shot","8: Anthem Songs",10
"Kelly Clarkson","Stronger (What Doesn't Kill You) - 7th Heaven Club Mix","4: Sad Bops",10
"Kim Petras","Boo! Bitch!","1: Instrumental Songs",10
"Krewella","We Go Down","6: Energy Pop",10
"Lady Gaga","Americano","5: Live Songs",10
"Lady Gaga","Judas","5: Live Songs",10
"Lee Greenwood","God Bless the USA","4: Sad Bops",10
"Lord Huron","The Night We Met","2: ""The Feels""",10
"Molly Sanden","Rygg mot rygg","7: Dance Songs",10
"Nathan Lane","Hakuna Matata","2: ""The Feels""",10
"Paul Simon","You Can Call Me Al","7: Dance Songs",10
"Samantha Jade","Shake That","7: Dance Songs",10
"Spice Girls","Wannabe","7: Dance Songs",10
"The Bangles","Manic Monday","7: Dance Songs",10
"The Cast","Auld Lang Syne","2: ""The Feels""",10
"The Script","The Man Who Can't Be Moved","8: Anthem Songs",10
"Tommy Tutone","867-5309 / Jenny","7: Dance Songs",10
"Aretha Franklin","Let It Be","2: ""The Feels""",9
"Aretha Franklin","Respect","7: Dance Songs",9
"ASTR","Activate Me","8: Anthem Songs",9
"Billy Joel","Why Should I Worry","7: Dance Songs",9
"Bonnie McKee","Bombastic","7: Dance Songs",9
"Carrie Underwood","Before He Cheats","6: Energy Pop",9
"Celine Dion","The Power of Love","4: Sad Bops",9
"Christina Aguilera","Change","4: Sad Bops",9
"Christina Aguilera","Let There Be Love","3: ""Speak"" Pop",9
"David Guetta","She Wolf (Falling to Pieces) [feat. Sia]","5: Live Songs",9
"David Guetta","Without You (feat. Usher)","8: Anthem Songs",9
"Demi Lovato","Heart Attack","6: Energy Pop",9
"Ellie Goulding","Aftertaste","7: Dance Songs",9
"Ellie Goulding","Don't Say a Word","4: Sad Bops",9
"Ellie Goulding","Lights - Fernando Garibay Remix","7: Dance Songs",9
"Elvis Presley","Can't Help Falling in Love","2: ""The Feels""",9
"Emeli Sande","Clown","2: ""The Feels""",9
"Ester Dean","Crazy Youngsters - From Pitch Perfect 2 Soundtrack","8: Anthem Songs",9
"Fergie","A Little Party Never Killed Nobody (All We Got)","3: ""Speak"" Pop",9
"Gryffin","Remember (with ZOHARA) - Madison Mars Remix","5: Live Songs",9
"Jess Glynne","My Love - Acoustic","2: ""The Feels""",9
"Jesus Culture","More Than Enough - Live","4: Sad Bops",9
"Johnny Mathis","Winter Wonderland","2: ""The Feels""",9
"Josh Groban","Angels We Have Heard On High - Duet With Brian Mcknight","2: ""The Feels""",9
"Katy Perry","Legendary Lovers","8: Anthem Songs",9
"Kelly Clarkson","Already Gone","4: Sad Bops",9
"Kelly Clarkson","Can I Have a Kiss","7: Dance Songs",9
"Kelly Clarkson","Don't Be a Girl About It","5: Live Songs",9
"Kelly Clarkson","Irvine","4: Sad Bops",9
"Kelly Clarkson","Ready","5: Live Songs",9
"Lady Gaga","Sour Candy (with BLACKPINK)","5: Live Songs",9
"Madeon","The City","5: Live Songs",9
"Mariah Carey","Hero","2: ""The Feels""",9
"Midnight Kids","Innocence","1: Instrumental Songs",9
"One Direction","Where Do Broken Hearts Go","8: Anthem Songs",9
"Pitbull","Wild Wild Love","5: Live Songs",9
"Randy Newman","You've Got A Friend In Me","2: ""The Feels""",9
"Rihanna","California King Bed","6: Energy Pop",9
"SG Lewis","Something About Your Love","8: Anthem Songs",9
"Shawn Mendes","Life of the Party","8: Anthem Songs",9
"Shontelle","Impossible - Main","1: Instrumental Songs",9
"The Fray","You Found Me","6: Energy Pop",9
"The Outfield","Your Love","8: Anthem Songs",9
"The Ronettes","I Saw Mommy Kissing Santa Claus","6: Energy Pop",9
"Wang Chung","Everybody Have Fun Tonight","7: Dance Songs",9
"5 Seconds of Summer","Wildflower","5: Live Songs",8
"Aaron Daniel Jacob","Chop Away at my Heart","7: Dance Songs",8
"Aretha Franklin","Amazing Grace","4: Sad Bops",8
"Ariana Grande","Love Me Harder","8: Anthem Songs",8
"Avril Lavigne","Keep Holding On","6: Energy Pop",8
"Backstreet Boys","Everybody (Backstreet's Back)","7: Dance Songs",8
"Bon Jovi","Livin' on a Prayer","5: Live Songs",8
"Britt Nicole","Gold - Jason Nevins Rhythmic Remix/Bonus Track","5: Live Songs",8
"Carly Rae Jepsen","Run Away With Me - Ayokay Remix","8: Anthem Songs",8
"Carly Rae Jepsen","Western Wind","7: Dance Songs",8
"Carrie Underwood","Jesus Take the Wheel","4: Sad Bops",8
"Christina Grimmie","Can't Help Falling In Love - The Voice Performance","2: ""The Feels""",8
"Christina Grimmie","I Won't Give Up - The Voice Performance","4: Sad Bops",8
"Clay Aiken","Invisible","5: Live Songs",8
"Cobie Smulders","Two Beavers Are Better Than One - From How I Met Your Mother","7: Dance Songs",8
"Colbie Caillat","Fallin' for You","7: Dance Songs",8
"Diana Ross","I'm Coming Out","7: Dance Songs",8
"Don Diablo","Kill Me Better","8: Anthem Songs",8
"Donna Summer","Last Dance - Single Version","4: Sad Bops",8
"Ellie Goulding","This Love (Will Be Your Downfall)","8: Anthem Songs",8
"Faith Hill","There You'll Be - Remastered","4: Sad Bops",8
"Fickle Friends","PARIS","8: Anthem Songs",8
"G.R.L.","Ugly Heart","5: Live Songs",8
"Green Day","Wake Me Up When September Ends","8: Anthem Songs",8
"Hanna Ferm","Sweet Temptation","7: Dance Songs",8
"Heart","What About Love?","6: Energy Pop",8
"Hillsong Worship","Christ Is Enough","4: Sad Bops",8
"James Blunt","You're Beautiful","2: ""The Feels""",8
"Jessica Simpson","I Think I'm in Love with You","7: Dance Songs",8
"Jessie J","Who You Are","8: Anthem Songs",8
"John Lennon","Happy Xmas (War Is Over) - 2010 Digital Remaster","5: Live Songs",8
"Josh Groban","Ave Maria","2: ""The Feels""",8
"Josh Groban","It Came Upon A Midnight Clear","2: ""The Feels""",8
"Josh Groban","O Come All Ye Faithful (with The Mormon Tabernacle Choir under the direction of Craig Jessop)","2: ""The Feels""",8
"Josh Groban","Panis Angelicus","2: ""The Feels""",8
"Kari Jobe","Let Your Glory Fall - Radio Version","4: Sad Bops",8
"Katy Perry","Hummingbird Heartbeat","7: Dance Songs",8
"Katy Perry","Thinking of You","6: Energy Pop",8
"Kelly Clarkson","Alone","7: Dance Songs",8
"Kelly Clarkson","Would You Call That Love","7: Dance Songs",8
"Lady Gaga","Highway Unicorn (Road to Love)","5: Live Songs",8
"Maroon 5","This Love","7: Dance Songs",8
"Melanie Martinez","Pity Party","8: Anthem Songs",8
"Michelle Branch","Everywhere","8: Anthem Songs",8
"Newsboys","God's Not Dead (Like a Lion)","8: Anthem Songs",8
"Nicole Scherzinger","Don't Hold Your Breath","7: Dance Songs",8
"One Direction","What Makes You Beautiful","7: Dance Songs",8
"Paula Abdul","Straight Up","7: Dance Songs",8
"Pentatonix","Grown-Up Christmas List (feat. Kelly Clarkson)","4: Sad Bops",8
"Shakira","Whenever Wherever","7: Dance Songs",8
"Sia","Burn the Pages","6: Energy Pop",8
"Sigala","Give Me Your Love","5: Live Songs",8
"Smash Mouth","All Star","7: Dance Songs",8
"Smith & Thell","Year of the Young","7: Dance Songs",8
"The All-American Rejects","Gives You Hell","7: Dance Songs",8
"The Goo Goo Dolls","Iris","6: Energy Pop",8
"Unspoken","Start A Fire","8: Anthem Songs",8
"Van McCoy","The Hustle - Original Mix","7: Dance Songs",8
"A Touch of Class","Around The World (la la la la la) - Radio Version","7: Dance Songs",7
"AC/DC","You Shook Me All Night Long","5: Live Songs",7
"Adele","Skyfall","4: Sad Bops",7
"Antillas","The Love - Spark & Shade Radio Edit","5: Live Songs",7
"Ariana Grande","Piano","5: Live Songs",7
"Audrey Assad","I Shall Not Want","2: ""The Feels""",7
"Avril Lavigne","Wish You Were Here","6: Energy Pop",7
"Backstreet Boys","I Want It That Way","8: Anthem Songs",7
"Baljeet","Good King Wenceslas","7: Dance Songs",7
"Beyonce","Halo","8: Anthem Songs",7
"Carrie Underwood","Something in the Water","8: Anthem Songs",7
"Charli XCX","Femmebot (feat. Dorian Electra and Mykki Blanco)","7: Dance Songs",7
"Demi Lovato","Sexy Dirty Love","3: ""Speak"" Pop",7
"Ella Henderson","Yours","2: ""The Feels""",7
"Ellie Goulding","Every Time You Go","8: Anthem Songs",7
"Ellie Goulding","Intro (Delirium)","1: Instrumental Songs",7
"Ellie Goulding","Under the Sheets","5: Live Songs",7
"Ellie Goulding","Vincent","2: ""The Feels""",7
"Florence + the Machine","Dog Days Are Over","6: Energy Pop",7
"Foxes","Sister Ray","7: Dance Songs",7
"Gryffin","Baggage (with AlunaGeorge)","5: Live Songs",7
"Imagine Dragons","Radioactive","5: Live Songs",7
"Josh Groban","Celebrate Me Home","4: Sad Bops",7
"Josh Groban","The First Noel - Duet With Faith Hill","2: ""The Feels""",7
"Karmin","Gasoline","5: Live Songs",7
"Karmin","Hate to Love You","7: Dance Songs",7
"Karmin","I Want It All","7: Dance Songs",7
"Karmin","Pulses","8: Anthem Songs",7
"Kelly Clarkson","Beautiful Disaster","8: Anthem Songs",7
"Kelly Clarkson","Before Your Love","6: Energy Pop",7
"Kelly Clarkson","Low","6: Energy Pop",7
"Kelly Clarkson","Nostalgic - Mighty Mike & Teesa Remix","7: Dance Songs",7
"Kelly Clarkson","The Sun Will Rise","6: Energy Pop",7
"Kelly Clarkson","Wide Open Spaces - Live","6: Energy Pop",7
"Kelly Clarkson","Yeah","8: Anthem Songs",7
"Kenny G","Silent Night","1: Instrumental Songs",7
"Kiiara","Gold","3: ""Speak"" Pop",7
"Kristin Chenoweth","Popular - From Wicked Original Broadway Cast Recording/2003","2: ""The Feels""",7
"Lady Gaga","Beautiful Dirty Rich","7: Dance Songs",7
"Milkman","Somebody Find Me (feat. Kait Weston)","8: Anthem Songs",7
"No Doubt","Don't Speak","8: Anthem Songs",7
"P!nk","Don't Let Me Get Me - Radio Edit","7: Dance Songs",7
"Passion Pit","Moth's Wings","8: Anthem Songs",7
"Samantha Jade","Only Just Begun","8: Anthem Songs",7
"Sia","One Million Bullets","6: Energy Pop",7
"The Barden Bellas","Party In The U.S.A.","2: ""The Feels""",7
"The Barden Bellas","Pool Mashup: Just The Way You Are/Just A Dream","2: ""The Feels""",7
"The Chainsmokers","Don't Let Me Down - Hardwell & Sephyx Remix","6: Energy Pop",7
"The Cranberries","Zombie","4: Sad Bops",7
"The Fray","Break Your Plans","8: Anthem Songs",7
"Timbaland","If We Ever Meet Again (Featuring Katy Perry)","8: Anthem Songs",7
"Tove Lo","Habits (Stay High)","8: Anthem Songs",7
"Trans-Siberian Orchestra","Christmas Canon","4: Sad Bops",7
"Whitney Houston","I Will Always Love You","2: ""The Feels""",7
"Whitney Houston","So Emotional","7: Dance Songs",7
"Adele","Turning Tables","4: Sad Bops",6
"Adele","Water Under the Bridge","8: Anthem Songs",6
"Annie Murphy","A Little Bit Alexis (From Schitt's Creek)","5: Live Songs",6
"Aretha Franklin","Bridge Over Troubled Water","2: ""The Feels""",6
"Ariana Grande","Just a Little Bit of Your Heart","2: ""The Feels""",6
"Avril Lavigne","My Happy Ending","6: Energy Pop",6
"Bananarama","Venus","1: Instrumental Songs",6
"Bing Crosby","White Christmas","2: ""The Feels""",6
"Bowling for Soup","1985","7: Dance Songs",6
"Britt Nicole","Gold - Lark Remix","8: Anthem Songs",6
"Bryan Adams","Heaven","4: Sad Bops",6
"Calvin Harris","Let's Go (feat. Ne-Yo) - Radio Edit","7: Dance Songs",6
"Carly Rae Jepsen","Window","3: ""Speak"" Pop",6
"Carrie Underwood","Smoke Break","6: Energy Pop",6
"Carrie Underwood","Wasted","8: Anthem Songs",6
"Celine Dion","I Drove All Night","6: Energy Pop",6
"Chantal Kreviazuk","In This Life","8: Anthem Songs",6
"Christina Aguilera","I Turn to You","4: Sad Bops",6
"Christina Milian","Call Me Beep Me! (The Kim Possible Song)","7: Dance Songs",6
"Christina Perri","Human","4: Sad Bops",6
"David Archuleta","Crush","6: Energy Pop",6
"Earth Wind & Fire","Boogie Wonderland","7: Dance Songs",6
"Ella Henderson","Dream on Me","8: Anthem Songs",6
"Ellie Goulding","Beating Heart","8: Anthem Songs",6
"Elton John","Crocodile Rock","7: Dance Songs",6
"Elton John","Don't Go Breaking My Heart","7: Dance Songs",6
"Elvis Presley","Burning Love","7: Dance Songs",6
"Eric Hutchinson","Watching You Watch Him","8: Anthem Songs",6
"Fergie","L.A.LOVE (La La)","3: ""Speak"" Pop",6
"Fickle Friends","In My Head","2: ""The Feels""",6
"Genesis","Invisible Touch - 2007 Remastered Version","7: Dance Songs",6
"Gladys Knight & The Pips","Midnight Train to Georgia","4: Sad Bops",6
"Gloria Gaynor","I Will Survive - Remastered","5: Live Songs",6
"Irene Cara","What a Feeling","5: Live Songs",6
"James Newton Howard","The Hanging Tree","2: ""The Feels""",6
"Kaci Battaglia","I Will Learn To Love Again","8: Anthem Songs",6
"Karmin","Acapella","6: Energy Pop",6
"Katy Perry","Peacock","7: Dance Songs",6
"Kelly Clarkson","Baby It's Cold Outside","4: Sad Bops",6
"Kelly Clarkson","Be Still","2: ""The Feels""",6
"Kelly Clarkson","If No One Will Listen","4: Sad Bops",6
"Kelly Clarkson","Invincible","6: Energy Pop",6
"Kelly Clarkson","Run Run Run","4: Sad Bops",6
"Kelly Clarkson","Shake It Out - Live","5: Live Songs",6
"Kelly Clarkson","Slow Dance","6: Energy Pop",6
"Kelly Clarkson","War Paint","7: Dance Songs",6
"Kelly Clarkson","You Love Me","7: Dance Songs",6
"Kim Wilde","Kids in America","6: Energy Pop",6
"Labrinth","Beneath Your Beautiful","4: Sad Bops",6
"Lady Gaga","Angel Down - Work Tape","2: ""The Feels""",6
"Lady Gaga","Grigio Girls","5: Live Songs",6
"Macklemore & Ryan Lewis","Thrift Shop (feat. Wanz)","7: Dance Songs",6
"Major Lazer","Cold Water","8: Anthem Songs",6
"Marina","Homewrecker","8: Anthem Songs",6
"Neon Hitch","Love U Betta","7: Dance Songs",6
"P!nk","Walk of Shame","7: Dance Songs",6
"Paul McCartney","Wonderful Christmastime","7: Dance Songs",6
"Phil Collins","Sussudio - 2016 Remastered","7: Dance Songs",6
"Rachel Platten","1000 Ships","7: Dance Songs",6
"Taylor Swift","This Love","4: Sad Bops",6
"The Chainsmokers","Honest","8: Anthem Songs",6
"The J. Geils Band","Centerfold - 2006 - Remaster","7: Dance Songs",6
"The Veronicas","Untouched","3: ""Speak"" Pop",6
"The Worship Initiative","In Christ Alone","4: Sad Bops",6
"Tim McGraw","Live Like You Were Dying","4: Sad Bops",6
"Zedd","Spectrum","8: Anthem Songs",6
"Zedd","Stache","1: Instrumental Songs",6
"ABBA","Dancing Queen","5: Live Songs",5
"Alan Jackson","Where Were You (When the World Stopped Turning)","4: Sad Bops",5
"Ariana Grande","You'll Never Know","5: Live Songs",5
"Avril Lavigne","17","7: Dance Songs",5
"Bette Midler","Wind Beneath My Wings","4: Sad Bops",5
"Beyonce","Single Ladies (Put a Ring on It)","3: ""Speak"" Pop",5
"Bonnie McKee","Wasted Youth","8: Anthem Songs",5
"Britney Spears","3","7: Dance Songs",5
"Britt Nicole","Seeing for the First Time","4: Sad Bops",5
"Carly Rae Jepsen","For Sure","3: ""Speak"" Pop",5
"Carly Rae Jepsen","Run Away With Me - Patrick Stump Remix","6: Energy Pop",5
"Cascada","What Hurts The Most","5: Live Songs",5
"Charli XCX","Beg For You (feat. Rina Sawayama)","7: Dance Songs",5
"Cher Lloyd","Sirens","8: Anthem Songs",5
"Christina Aguilera","Not Myself Tonight","5: Live Songs",5
"CHVRCHES","Good Girls","8: Anthem Songs",5
"Def Leppard","Pour Some Sugar On Me (2012)","8: Anthem Songs",5
"dreamfone","talking to myself","8: Anthem Songs",5
"dreamr.","Summer Of '16","6: Energy Pop",5
"Dua Lipa","Blow Your Mind (Mwah)","8: Anthem Songs",5
"Ella Henderson","Missed","2: ""The Feels""",5
"Elton John","I Guess That's Why They Call It the Blues","7: Dance Songs",5
"GAYLE","abcdefu","5: Live Songs",5
"Green Day","Holiday","5: Live Songs",5
"Ingrid Michaelson","Girls Chase Boys","8: Anthem Songs",5
"Jennifer Lopez","On The Floor - Radio Edit","8: Anthem Songs",5
"Jennifer Lopez","Waiting for Tonight","7: Dance Songs",5
"Joan","Take Me On","8: Anthem Songs",5
"Jodi Benson","Part of Your World - From The Little Mermaid / Soundtrack Version","2: ""The Feels""",5
"Joel Corry","I Wish (feat. Mabel)","7: Dance Songs",5
"Justin Timberlake","Mirrors - Radio Edit","5: Live Songs",5
"Katy Perry","Double Rainbow","8: Anthem Songs",5
"Katy Perry","One of the Boys","6: Energy Pop",5
"Kelly Clarkson","Anytime","8: Anthem Songs",5
"Kelly Clarkson","Bad Reputation","6: Energy Pop",5
"Kelly Clarkson","Don't You Pretend","6: Energy Pop",5
"Kelly Clarkson","Go High","7: Dance Songs",5
"Kelly Clarkson","Hello","7: Dance Songs",5
"Kelly Clarkson","I Had a Dream","6: Energy Pop",5
"Kelly Clarkson","I Want You","7: Dance Songs",5
"Kelly Clarkson","Impossible","6: Energy Pop",5
"Kelly Clarkson","Judas","7: Dance Songs",5
"Kelly Clarkson","Just Missed the Train","6: Energy Pop",5
"Kelly Clarkson","People Like Us","5: Live Songs",5
"Kelly Clarkson","Respect - Original Version","7: Dance Songs",5
"Kelly Clarkson","Some Kind of Miracle","8: Anthem Songs",5
"Kelly Clarkson","Tightrope","2: ""The Feels""",5
"Kim Petras","Party Till I Die","6: Energy Pop",5
"Leona Lewis","I Will Be","8: Anthem Songs",5
"Lewis Capaldi","Someone You Loved","2: ""The Feels""",5
"Lights","Up We Go","6: Energy Pop",5
"Lizzo","Juice","5: Live Songs",5
"Loote","All the Fucking Time","6: Energy Pop",5
"Loote","Exes","7: Dance Songs",5
"Loote","tomorrow tonight","4: Sad Bops",5
"Los Del Rio","Macarena - Bayside Boys Remix","7: Dance Songs",5
"Lost Kings","Oops (I'm Sorry)","8: Anthem Songs",5
"Lou Bega","Mambo No. 5 (A Little Bit Of...)","3: ""Speak"" Pop",5
"Mariah Carey","Always Be My Baby","4: Sad Bops",5
"Maroon 5","Love Somebody","8: Anthem Songs",5
"Molly Sanden","Det basta kanske inte hant an","8: Anthem Songs",5
"New Hollow","She Ain't You","8: Anthem Songs",5
"Owl City","You're Not Alone","8: Anthem Songs",5
"P!nk","Get the Party Started","7: Dance Songs",5
"P!nk","I Don't Believe You","2: ""The Feels""",5
"Paramore","That's What You Get","8: Anthem Songs",5
"Passion","Worthy Of Your Name - Live","4: Sad Bops",5
"Pat Benatar","Heartbreaker","6: Energy Pop",5
"Pat Benatar","Hit Me with Your Best Shot","7: Dance Songs",5
"Peach Prc","Symptomatic","8: Anthem Songs",5
"Phil Collins","You Can't Hurry Love - 2016 Remastered","7: Dance Songs",5
"Phil Wickham","This Is Amazing Grace","8: Anthem Songs",5
"Rachel Platten","Hey Hey Hallelujah","3: ""Speak"" Pop",5
"Ray Parker Jr.","Ghostbusters - from Ghostbusters","7: Dance Songs",5
"Rick Springfield","Jessie's Girl","7: Dance Songs",5
"Seeb","Colourblind - Medii Remix","8: Anthem Songs",5
"Sia","Elastic Heart","8: Anthem Songs",5
"Taylor Swift","Clean","4: Sad Bops",5
"The Band CAMINO","Farsighted","6: Energy Pop",5
"The Band CAMINO","Haunted","6: Energy Pop",5
"The Calling","Wherever You Will Go","8: Anthem Songs",5
"The Chainsmokers","Break Up Every Night","6: Energy Pop",5
"The Go-Go's","Our Lips Are Sealed","7: Dance Songs",5
"The Ivy","Records","7: Dance Songs",5
"The Monkees","Daydream Believer","7: Dance Songs",5
"Timecop1983","One Night","6: Energy Pop",5
"Wham!","Wake Me Up Before You Go-Go","7: Dance Songs",5
"Avril Lavigne","Sippin' on Sunshine","6: Energy Pop",4
"Billy Joel","Uptown Girl","5: Live Songs",4
"Britt Nicole","Amazing Life","5: Live Songs",4
"Cady Groves","We're The Sh!t","5: Live Songs",4
"Christina Grimmie","Cliche","8: Anthem Songs",4
"Dexys Midnight Runners","Come On Eileen","4: Sad Bops",4
"DHT","Listen To Your Heart (Edmee's Unplugged Vocal)","2: ""The Feels""",4
"Eurythmics","Sweet Dreams (Are Made of This) - Remastered","7: Dance Songs",4
"Katy Perry","Love Me","8: Anthem Songs",4
"Katy Perry","The One That Got Away - Acoustic","2: ""The Feels""",4
"Kelly Clarkson","You Thought Wrong","8: Anthem Songs",4
"Mandisa","Overcomer","7: Dance Songs",4
"Marc Cohn","Walking In Memphis","4: Sad Bops",4
"Marina","I Am Not a Robot","8: Anthem Songs",4
"Melanie Amaro","Don't Fail Me Now","8: Anthem Songs",4
"Rihanna","Take a Bow","7: Dance Songs",4
"Shakira","Underneath Your Clothes","6: Energy Pop",4
"The Vamps","Somebody to You","5: Live Songs",4
"Cascada","everytime we touch - Yanou's Candlelight Mix","2: ""The Feels""",3
"Ellie Goulding","Salt Skin","6: Energy Pop",3
"Fly By Midnight","Borrow Your Time","7: Dance Songs",3
"Katy Perry","Choose Your Battles","8: Anthem Songs",3
"Kari Jobe","Be Still My Soul (In You I Rest)","4: Sad Bops",2
